code,title,description,job_zone,education_level,contact_with_others,physical_proximity,violence_exposure,public_facing,schedule_irregularity,isolated_workplace,high_surveillance,median_wage_annual,wage_pct10_annual,wage_pct90_annual,median_wage_hourly,total_employment,skills,training_required
47-2073.00,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",2.0,2.0,4.65,3.79,1.23,3.49,2.07,False,False,59850.0,42190.0,101090.0,28.77,478090.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2081.00,Drywall and Ceiling Tile Installers,"Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings, or partitions of buildings to provide support base for plaster, fireproofing, or acoustical material.",2.0,1.0,3.69,3.42,1.56,2.95,1.56,False,False,58930.0,38460.0,102010.0,28.33,83080.0,"[{'id': '2.A.2.a', 'name': 'Critical Thinking'}]",
47-2082.00,Tapers,Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.,2.0,2.0,3.34,3.19,1.06,2.23,1.57,False,False,68270.0,43670.0,107110.0,32.82,12840.0,,
47-2111.00,Electricians,"Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.",3.0,3.0,4.76,2.98,1.73,3.84,1.33,False,False,63190.0,42640.0,108510.0,30.38,757220.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.d', 'name': 'Installation'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.l', 'name': 'Repairing'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
47-2121.00,Glaziers,"Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops.",2.0,2.0,4.39,4.24,1.38,2.93,1.39,False,False,57080.0,37300.0,89790.0,27.44,58480.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall","Line and cover structures with insulating materials. May work with batt, roll, or blown insulation materials.",2.0,2.0,3.72,3.33,1.11,2.91,1.67,False,False,49120.0,37030.0,78190.0,23.62,44440.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}]",
47-2132.00,"Insulation Workers, Mechanical","Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature.",2.0,2.0,3.92,3.7,1.4,3.31,1.28,False,False,58340.0,42470.0,100220.0,28.05,25660.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2141.00,"Painters, Construction and Maintenance","Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency.",2.0,2.0,4.29,3.79,1.38,3.93,1.49,False,False,49400.0,37440.0,78810.0,23.75,225190.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2142.00,Paperhangers,"Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered.",2.0,2.0,3.84,2.75,1.14,2.48,1.46,False,False,52140.0,36020.0,69050.0,25.07,1570.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.B.1.b', 'name': 'Coordination'}]",
47-2151.00,Pipelayers,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.",2.0,1.0,4.51,4.11,1.27,3.15,1.51,False,False,49000.0,37730.0,80170.0,23.56,33050.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}]",
47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.",3.0,3.0,4.11,3.86,1.44,3.04,1.39,False,False,63800.0,44150.0,108420.0,30.67,465840.0,"[{'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.l', 'name': 'Repairing'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2152.04,Solar Thermal Installers and Technicians,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.",3.0,2.0,4.03,3.41,1.35,4.18,1.98,False,False,63800.0,44150.0,108420.0,30.67,465840.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.3.d', 'name': 'Installation'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2161.00,Plasterers and Stucco Masons,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.",2.0,1.0,4.11,3.43,1.17,2.1,1.96,False,False,57660.0,39560.0,96710.0,27.72,19310.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2171.00,Reinforcing Iron and Rebar Workers,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.",2.0,1.0,4.43,3.84,1.69,2.62,1.54,False,False,58970.0,43310.0,104540.0,28.35,13800.0,"[{'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}]",
47-2181.00,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",2.0,2.0,4.5,4.09,1.5,3.37,1.86,False,False,55440.0,37460.0,81720.0,26.65,135490.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2211.00,Sheet Metal Workers,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes.",2.0,2.0,3.68,3.42,2.03,2.96,1.55,False,False,61800.0,38630.0,105650.0,29.71,119770.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2221.00,Structural Iron and Steel Workers,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.",2.0,2.0,4.39,4.47,1.88,3.03,1.58,False,False,62780.0,44580.0,108260.0,30.18,68380.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2231.00,Solar Photovoltaic Installers,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks.",2.0,3.0,4.31,4.32,1.28,3.34,1.6,False,False,53140.0,41600.0,79970.0,25.55,31350.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.d', 'name': 'Installation'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",2.0,2.0,3.58,3.63,1.38,3.28,1.82,False,False,47550.0,36230.0,70080.0,22.86,14170.0,"[{'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-3012.00,Helpers--Carpenters,"Help carpenters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",2.0,2.0,4.36,4.07,1.55,2.54,1.38,False,False,43780.0,31660.0,57670.0,21.05,21680.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}]",
47-3013.00,Helpers--Electricians,"Help electricians by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",2.0,2.0,4.26,4.01,1.62,2.94,1.2,False,False,42670.0,33020.0,58340.0,20.51,63630.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",2.0,1.0,4.43,3.44,1.18,2.5,1.71,False,False,40470.0,31200.0,52000.0,19.46,7490.0,"[{'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.B.1.b', 'name': 'Coordination'}]",
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",2.0,2.0,4.14,3.69,1.28,3.39,1.58,False,False,42360.0,33590.0,57780.0,20.37,44330.0,,
47-3016.00,Helpers--Roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",2.0,2.0,3.5,3.47,1.81,3.01,1.64,False,False,44160.0,30140.0,62400.0,21.23,6030.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}]",
47-3019.00,"Helpers, Construction Trades, All Other",All construction trades helpers not listed separately.,,,,,,,,,False,42670.0,32900.0,60080.0,20.51,24770.0,,
47-4011.00,Construction and Building Inspectors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.",3.0,2.0,4.36,3.6,1.84,4.36,1.35,False,False,74690.0,47140.0,114200.0,35.91,146720.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-4011.01,Energy Auditors,"Conduct energy audits of buildings, building systems, or process systems. May also conduct investment grade audits of buildings or systems.",3.0,2.0,4.03,2.69,1.48,3.76,1.41,False,False,74690.0,47140.0,114200.0,35.91,146720.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}, {'id': '2.B.4.h', 'name': 'Systems Evaluation'}]",
47-4021.00,Elevator and Escalator Installers and Repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",3.0,2.0,4.39,3.61,1.48,4.4,1.43,False,False,109910.0,59270.0,158890.0,52.84,23790.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.c', 'name': 'Equipment Selection'}, {'id': '2.B.3.d', 'name': 'Installation'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.l', 'name': 'Repairing'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
47-4031.00,Fence Erectors,"Erect and repair fences and fence gates, using hand and power tools.",2.0,2.0,4.34,3.94,1.87,3.66,1.71,False,False,47980.0,35810.0,70010.0,23.07,24480.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
